County,Total Groups Tallied: Estimate,Total Groups Tallied: Margin of Error,East Asian: Estimate,East Asian: Margin of Error,"Chinese, except Taiwanese Estimate","Chinese, except Taiwanese Margin of Error",Hmong Estimate,Hmong Margin of Error,Japanese Estimate,Japanese Margin of Error,Korean Estimate,Korean Margin of Error,Mongolian Estimate,Mongolian Margin of Error,Okinawan Estimate,Okinawan Margin of Error,Taiwanese Estimate,Taiwanese Margin of Error,Other East Asian Estimate,Other East Asian Margin of Error,Southeast Asian: Estimate,Southeast Asian: Margin of Error,Burmese Estimate,Burmese Margin of Error,Cambodian Estimate,Cambodian Margin of Error,Filipino Estimate,Filipino Margin of Error,Indonesian Estimate,Indonesian Margin of Error,Laotian Estimate,Laotian Margin of Error,Malaysian Estimate,Malaysian Margin of Error,Mien Estimate,Mien Margin of Error,Singaporean Estimate,Singaporean Margin of Error,Thai Estimate,Thai Margin of Error,Vietnamese Estimate,Vietnamese Margin of Error,Other Southeast Asian Estimate,Other Southeast Asian Margin of Error
"Clayton County, Iowa",91.0,18,,,0.0,16,0.0,16,14.0,18,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,,,0.0,16,0.0,16,77.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16
"Clear Creek County, Colorado",168.0,122,,,23.0,22,0.0,19,0.0,19,25.0,33,0.0,19,0.0,19,0.0,19,0.0,19,,,0.0,19,0.0,19,55.0,62,45.0,60,0.0,19,0.0,19,0.0,19,0.0,19,6.0,11,2.0,4,0.0,19
"Clearfield County, Pennsylvania",734.0,92,,,188.0,75,12.0,15,31.0,23,124.0,68,0.0,27,0.0,27,0.0,27,0.0,27,,,0.0,27,0.0,27,152.0,73,0.0,27,6.0,11,0.0,27,0.0,27,0.0,27,0.0,27,46.0,51,0.0,27
"Clearwater County, Idaho",118.0,17,,,26.0,23,0.0,17,4.0,6,4.0,6,0.0,17,0.0,17,0.0,17,0.0,17,,,0.0,17,0.0,17,49.0,26,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,8.0,13,0.0,17
"Clearwater County, Minnesota",119.0,43,,,18.0,17,0.0,13,35.0,43,10.0,8,0.0,13,0.0,13,0.0,13,0.0,13,,,0.0,13,0.0,13,14.0,8,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,8.0,8,0.0,13
"Cleburne County, Alabama",16.0,25,,,2.0,7,0.0,21,14.0,24,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21
"Cleburne County, Arkansas",76.0,45,,,0.0,24,0.0,24,27.0,44,23.0,28,0.0,24,0.0,24,0.0,24,0.0,24,,,0.0,24,0.0,24,2.0,3,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24
"Clermont County, Ohio",4148.0,247,,,798.0,287,0.0,30,375.0,257,239.0,166,0.0,30,0.0,30,0.0,30,0.0,30,,,0.0,30,104.0,108,668.0,311,7.0,13,5.0,9,0.0,30,0.0,30,0.0,30,148.0,124,208.0,152,0.0,30
"Cleveland County, Arkansas",16.0,29,,,0.0,18,0.0,18,16.0,29,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,,,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18
"Cleveland County, North Carolina",1402.0,151,,,201.0,139,0.0,32,26.0,36,107.0,77,0.0,32,0.0,32,0.0,32,0.0,32,,,0.0,32,0.0,32,123.0,111,42.0,68,398.0,194,0.0,32,0.0,32,0.0,32,38.0,38,20.0,28,0.0,32
"Cleveland County, Oklahoma",18973.0,489,,,3846.0,663,79.0,52,1202.0,373,1278.0,472,0.0,24,0.0,24,55.0,56,0.0,24,,,20.0,33,31.0,45,2001.0,536,106.0,91,412.0,222,183.0,151,0.0,24,20.0,35,594.0,307,5933.0,751,0.0,24
"Clinch County, Georgia",17.0,20,,,3.0,5,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,,,0.0,20,0.0,20,9.0,15,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,5.0,12,0.0,20
"Clinton County, Illinois",377.0,25,,,50.0,41,0.0,26,44.0,40,56.0,37,0.0,26,0.0,26,0.0,26,0.0,26,,,0.0,26,6.0,11,75.0,19,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,37.0,34,12.0,15,0.0,26
"Clinton County, Indiana",180.0,17,,,24.0,26,0.0,27,1.0,3,18.0,22,0.0,27,0.0,27,0.0,27,0.0,27,,,0.0,27,0.0,27,14.0,17,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,8.0,12,0.0,27
"Clinton County, Iowa",493.0,23,,,97.0,119,0.0,22,51.0,42,54.0,76,0.0,22,0.0,22,0.0,22,0.0,22,,,0.0,22,0.0,22,103.0,120,0.0,22,126.0,130,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22
"Clinton County, Kentucky",152.0,67,,,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,,,13.0,26,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18
"Clinton County, Michigan",1820.0,91,,,328.0,121,63.0,66,248.0,140,430.0,164,0.0,26,0.0,26,0.0,26,0.0,26,,,0.0,26,16.0,32,180.0,107,17.0,28,0.0,26,0.0,26,0.0,26,0.0,26,20.0,23,76.0,60,0.0,26
"Clinton County, Missouri",154.0,22,,,10.0,28,0.0,22,25.0,31,6.0,9,0.0,22,0.0,22,0.0,22,0.0,22,,,0.0,22,0.0,22,51.0,42,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,18.0,28,0.0,22
"Clinton County, New York",1630.0,95,,,328.0,127,0.0,31,153.0,72,121.0,76,0.0,31,0.0,31,27.0,31,0.0,31,,,0.0,31,0.0,31,542.0,262,0.0,31,0.0,31,24.0,32,0.0,31,0.0,31,31.0,44,15.0,26,0.0,31
"Clinton County, Ohio",382.0,17,,,28.0,45,0.0,27,145.0,121,17.0,20,0.0,27,0.0,27,0.0,27,0.0,27,,,0.0,27,0.0,27,92.0,94,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,13.0,25,0.0,27
"Clinton County, Pennsylvania",365.0,22,,,49.0,32,0.0,24,23.0,16,72.0,41,0.0,24,0.0,24,0.0,24,0.0,24,,,35.0,39,0.0,24,32.0,28,1.0,3,0.0,24,0.0,24,0.0,24,0.0,24,17.0,25,45.0,36,0.0,24
"Cloud County, Kansas",42.0,41,,,18.0,21,0.0,16,13.0,27,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,,,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,11.0,18,0.0,16
"Coahoma County, Mississippi",53.0,89,,,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,,,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26
"Coal County, Oklahoma",49.0,29,,,0.0,15,0.0,15,23.0,16,2.0,3,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,1.0,4,2.0,4,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,19.0,21,0.0,15
"Coamo Municipio, Puerto Rico",0.0,32,,,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,,,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32
"Cobb County, Georgia",52143.0,867,,,6580.0,902,0.0,34,2002.0,424,4471.0,645,6.0,9,0.0,34,599.0,237,0.0,34,,,144.0,119,573.0,334,4624.0,766,236.0,195,528.0,277,113.0,97,0.0,34,44.0,59,589.0,280,5270.0,816,0.0,34
"Cochise County, Arizona",5288.0,442,,,533.0,250,15.0,22,683.0,231,1295.0,368,68.0,85,91.0,129,53.0,58,0.0,33,,,13.0,24,106.0,150,1485.0,338,46.0,45,42.0,57,0.0,33,0.0,33,0.0,33,63.0,76,308.0,156,0.0,33
"Cochran County, Texas",26.0,30,,,0.0,15,0.0,15,0.0,15,12.0,18,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,14.0,23,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Cocke County, Tennessee",294.0,87,,,17.0,15,0.0,29,25.0,39,22.0,31,0.0,29,0.0,29,15.0,24,0.0,29,,,0.0,29,0.0,29,21.0,25,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,5.0,6,0.0,29
"Coconino County, Arizona",5496.0,400,,,1015.0,225,0.0,33,605.0,257,651.0,272,0.0,33,46.0,52,22.0,45,0.0,33,,,37.0,57,0.0,33,1736.0,350,41.0,47,9.0,18,8.0,14,0.0,33,0.0,33,101.0,70,151.0,107,0.0,33
"Codington County, South Dakota",597.0,357,,,96.0,96,14.0,21,80.0,51,96.0,90,0.0,19,0.0,19,0.0,19,0.0,19,,,0.0,19,0.0,19,106.0,52,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,1.0,4,100.0,83,0.0,19
"Coffee County, Alabama",1521.0,203,,,117.0,144,0.0,31,268.0,175,630.0,168,0.0,31,0.0,31,0.0,31,0.0,31,,,0.0,31,0.0,31,192.0,106,14.0,18,2.0,3,9.0,16,0.0,31,0.0,31,118.0,88,135.0,77,0.0,31
"Coffee County, Georgia",403.0,30,,,8.0,24,0.0,30,67.0,79,15.0,27,0.0,30,0.0,30,0.0,30,0.0,30,,,0.0,30,0.0,30,2.0,6,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,105.0,88,58.0,75,0.0,30
"Coffee County, Tennessee",903.0,63,,,260.0,191,36.0,51,147.0,63,31.0,45,0.0,32,0.0,32,0.0,32,0.0,32,,,22.0,62,0.0,32,92.0,72,0.0,32,97.0,80,0.0,32,0.0,32,0.0,32,11.0,17,45.0,59,0.0,32
"Coffey County, Kansas",94.0,3,,,20.0,20,0.0,16,3.0,5,4.0,6,0.0,16,0.0,16,0.0,16,0.0,16,,,0.0,16,0.0,16,2.0,3,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,26.0,40,0.0,16
"Coke County, Texas",43.0,37,,,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,4.0,9,0.0,15,13.0,18,0.0,15,0.0,15,0.0,15,13.0,18,0.0,15,0.0,15
"Colbert County, Alabama",848.0,298,,,34.0,48,0.0,31,111.0,110,217.0,277,0.0,31,0.0,31,0.0,31,0.0,31,,,0.0,31,0.0,31,160.0,114,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,157.0,219,0.0,31,0.0,31
"Cole County, Missouri",1448.0,97,,,77.0,89,0.0,28,42.0,41,47.0,49,0.0,28,0.0,28,191.0,193,0.0,28,,,0.0,28,14.0,36,252.0,242,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,37.0,41,109.0,103,0.0,28
"Coleman County, Texas",102.0,106,,,0.0,21,0.0,21,23.0,42,32.0,46,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,0.0,21,34.0,33,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,11.0,19,0.0,21,0.0,21
"Coles County, Illinois",944.0,182,,,82.0,97,0.0,26,54.0,43,71.0,72,0.0,26,0.0,26,0.0,26,0.0,26,,,0.0,26,18.0,29,348.0,191,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,15.0,22,31.0,48,0.0,26
"Colfax County, Nebraska",41.0,52,,,3.0,4,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,,,0.0,16,0.0,16,36.0,52,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16
"Colfax County, New Mexico",167.0,131,,,0.0,21,0.0,21,31.0,47,110.0,118,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,2.0,4,0.0,21,0.0,21
"Colleton County, South Carolina",500.0,233,,,9.0,15,0.0,30,10.0,19,101.0,117,0.0,30,0.0,30,0.0,30,0.0,30,,,0.0,30,0.0,30,297.0,241,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,1.0,3,0.0,30
"Collier County, Florida",8553.0,582,,,1771.0,533,0.0,35,488.0,218,525.0,296,0.0,35,21.0,40,89.0,123,0.0,35,,,99.0,112,13.0,18,1912.0,615,118.0,133,0.0,35,10.0,15,0.0,35,0.0,35,50.0,54,973.0,348,0.0,35
"Collin County, Texas",220264.0,1277,,,35261.0,2761,180.0,161,6344.0,1168,13017.0,1633,154.0,163,15.0,16,3211.0,719,34.0,55,,,700.0,710,1852.0,566,13291.0,1937,889.0,308,1007.0,513,179.0,117,0.0,35,90.0,82,1238.0,374,17371.0,2073,0.0,35
"Collingsworth County, Texas",0.0,15,,,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Colonial Heights city, Virginia",784.0,21,,,221.0,142,0.0,21,69.0,61,143.0,89,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,6.0,12,75.0,61,0.0,21,0.0,21,1.0,2,0.0,21,0.0,21,27.0,35,36.0,85,0.0,21
"Colorado County, Texas",138.0,123,,,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,,,0.0,28,0.0,28,13.0,21,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,65.0,97,0.0,28
"Colquitt County, Georgia",474.0,7,,,19.0,88,0.0,30,0.0,30,75.0,93,0.0,30,0.0,30,0.0,30,0.0,30,,,0.0,30,0.0,30,58.0,85,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,245.0,184,0.0,30
"Columbia County, Arkansas",252.0,9,,,0.0,24,86.0,132,8.0,17,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,,,0.0,24,0.0,24,1.0,9,0.0,24,0.0,24,75.0,134,0.0,24,0.0,24,0.0,24,14.0,21,0.0,24
"Columbia County, Florida",905.0,93,,,58.0,53,0.0,35,34.0,41,79.0,58,0.0,35,0.0,35,0.0,35,0.0,35,,,0.0,35,0.0,35,315.0,194,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35,36.0,43,135.0,166,0.0,35
"Columbia County, Georgia",10111.0,472,,,954.0,320,0.0,34,764.0,335,1869.0,520,75.0,111,19.0,30,134.0,144,0.0,34,,,0.0,34,46.0,79,1375.0,511,0.0,34,0.0,34,0.0,34,0.0,34,0.0,34,92.0,75,1581.0,505,0.0,34
"Columbia County, New York",1835.0,249,,,413.0,171,0.0,31,177.0,102,74.0,75,0.0,31,0.0,31,3.0,4,0.0,31,,,0.0,31,6.0,11,330.0,254,2.0,4,0.0,31,1.0,3,0.0,31,0.0,31,0.0,31,52.0,61,0.0,31
"Columbia County, Oregon",1339.0,105,,,98.0,71,59.0,82,397.0,141,133.0,87,0.0,31,0.0,31,0.0,31,0.0,31,,,59.0,82,28.0,46,427.0,169,0.0,31,23.0,40,0.0,31,0.0,31,0.0,31,28.0,34,57.0,81,0.0,31
"Columbia County, Pennsylvania",868.0,44,,,217.0,100,0.0,27,64.0,43,42.0,28,0.0,27,0.0,27,17.0,24,0.0,27,,,0.0,27,0.0,27,181.0,107,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,35.0,37,34.0,27,0.0,27
"Columbia County, Washington",11.0,24,,,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,,,0.0,13,0.0,13,10.0,24,0.0,13,1.0,2,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13
"Columbia County, Wisconsin",723.0,40,,,67.0,45,119.0,58,56.0,33,66.0,38,32.0,29,0.0,23,9.0,14,0.0,23,,,18.0,25,0.0,23,169.0,69,3.0,7,0.0,23,0.0,23,0.0,23,0.0,23,19.0,22,26.0,28,0.0,23
"Columbiana County, Ohio",611.0,91,,,84.0,65,0.0,30,88.0,89,33.0,57,0.0,30,0.0,30,0.0,30,0.0,30,,,0.0,30,54.0,55,27.0,47,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,207.0,99,0.0,30
"Columbus County, North Carolina",369.0,56,,,48.0,59,0.0,32,36.0,47,61.0,88,0.0,32,0.0,32,0.0,32,0.0,32,,,42.0,58,0.0,32,40.0,51,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32
"Colusa County, California",513.0,185,,,39.0,104,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,,,0.0,25,0.0,25,169.0,285,90.0,403,9.0,15,0.0,25,0.0,25,0.0,25,10.0,15,3.0,11,0.0,25
"Comal County, Texas",4781.0,663,,,643.0,351,23.0,38,612.0,270,198.0,179,0.0,35,0.0,35,38.0,46,8.0,12,,,51.0,78,126.0,181,1495.0,598,0.0,35,20.0,31,11.0,18,0.0,35,20.0,33,321.0,414,108.0,84,0.0,35
"Comanche County, Kansas",0.0,11,,,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,,,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11
"Comanche County, Oklahoma",5605.0,299,,,486.0,178,8.0,13,627.0,195,1562.0,345,0.0,24,0.0,24,16.0,23,0.0,24,,,5.0,10,23.0,24,1669.0,285,0.0,24,7.0,11,12.0,18,0.0,24,0.0,24,83.0,62,473.0,217,0.0,24
"Comanche County, Texas",162.0,52,,,0.0,23,0.0,23,0.0,23,9.0,13,0.0,23,0.0,23,0.0,23,0.0,23,,,0.0,23,0.0,23,14.0,33,46.0,41,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,1.0,3,0.0,23
"Comerío Municipio, Puerto Rico",27.0,44,,,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,,,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24
"Concho County, Texas",72.0,55,,,3.0,4,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,9.0,13,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,12.0,17,16.0,31,0.0,15
"Concordia Parish, Louisiana",79.0,61,,,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,,,0.0,22,0.0,22,14.0,25,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,3.0,7,0.0,22
"Conecuh County, Alabama",56.0,41,,,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,0.0,21,27.0,29,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,7.0,14,0.0,21
"Conejos County, Colorado",45.0,35,,,0.0,19,0.0,19,7.0,10,15.0,19,0.0,19,0.0,19,0.0,19,0.0,19,,,0.0,19,0.0,19,2.0,5,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,21.0,31,0.0,19
"Contra Costa County, California",274550.0,2427,,,67249.0,3412,263.0,243,16728.0,1717,13072.0,1542,805.0,376,10.0,16,4709.0,800,0.0,32,,,738.0,385,2030.0,663,76578.0,3082,2307.0,566,3369.0,874,360.0,219,1158.0,381,343.0,313,2083.0,682,14288.0,1773,0.0,32
"Converse County, Wyoming",11.0,16,,,0.0,20,0.0,20,11.0,16,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,,,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20
"Conway County, Arkansas",170.0,147,,,126.0,141,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,,,0.0,24,0.0,24,44.0,46,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24
"Cook County, Georgia",175.0,180,,,8.0,15,0.0,23,0.0,23,24.0,48,0.0,23,0.0,23,0.0,23,0.0,23,,,0.0,23,0.0,23,117.0,164,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,26.0,35,0.0,23
"Cook County, Illinois",476662.0,2622,,,96025.0,3479,366.0,299,20573.0,1675,41343.0,2458,5326.0,1398,126.0,170,4701.0,952,67.0,104,,,2502.0,1048,2893.0,719,91315.0,4699,1346.0,339,1571.0,547,829.0,318,40.0,66,206.0,113,8213.0,1534,20322.0,2366,280.0,197
"Cook County, Minnesota",95.0,7,,,3.0,5,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,5.0,13,0.0,13,,,0.0,13,0.0,13,35.0,25,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,11.0,13,0.0,13
"Cooke County, Texas",547.0,81,,,36.0,47,0.0,31,24.0,44,5.0,10,0.0,31,0.0,31,0.0,31,0.0,31,,,0.0,31,5.0,12,442.0,96,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,11.0,17,9.0,24,0.0,31
"Cooper County, Missouri",162.0,19,,,60.0,56,0.0,19,52.0,53,17.0,27,0.0,19,0.0,19,0.0,19,0.0,19,,,0.0,19,0.0,19,22.0,25,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19
"Coos County, New Hampshire",159.0,96,,,28.0,29,0.0,26,40.0,40,22.0,30,0.0,26,0.0,26,0.0,26,0.0,26,,,0.0,26,1.0,2,10.0,13,14.0,24,0.0,26,0.0,26,0.0,26,0.0,26,2.0,7,5.0,8,0.0,26
"Coos County, Oregon",1611.0,126,,,264.0,195,0.0,31,281.0,136,28.0,38,0.0,31,25.0,43,1.0,3,0.0,31,,,178.0,222,0.0,31,545.0,213,0.0,31,5.0,10,0.0,31,0.0,31,0.0,31,79.0,94,130.0,114,0.0,31
"Coosa County, Alabama",41.0,69,,,0.0,21,0.0,21,0.0,21,41.0,69,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21
"Copiah County, Mississippi",121.0,111,,,31.0,61,0.0,26,10.0,16,13.0,26,0.0,26,0.0,26,0.0,26,0.0,26,,,0.0,26,0.0,26,67.0,69,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26
"Copper River Census Area, Alaska",14.0,16,,,0.0,10,0.0,10,0.0,10,7.0,9,0.0,10,0.0,10,0.0,10,0.0,10,,,0.0,10,0.0,10,3.0,7,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Corozal Municipio, Puerto Rico",26.0,45,,,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,,,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,26.0,45,0.0,32
"Corson County, South Dakota",0.0,10,,,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,,,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Cortland County, New York",759.0,19,,,375.0,130,0.0,28,132.0,71,19.0,24,0.0,28,0.0,28,0.0,28,0.0,28,,,0.0,28,0.0,28,90.0,65,0.0,28,13.0,20,0.0,28,0.0,28,0.0,28,0.0,28,19.0,23,0.0,28
"Coryell County, Texas",3379.0,281,,,356.0,172,0.0,35,315.0,166,738.0,240,0.0,35,24.0,39,0.0,35,0.0,35,,,0.0,35,329.0,181,1176.0,341,0.0,35,50.0,86,0.0,35,0.0,35,0.0,35,16.0,18,158.0,160,0.0,35
"Coshocton County, Ohio",195.0,7,,,136.0,86,0.0,27,38.0,70,21.0,42,0.0,27,0.0,27,0.0,27,0.0,27,,,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27
"Costilla County, Colorado",52.0,41,,,0.0,13,0.0,13,45.0,38,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,,,0.0,13,0.0,13,1.0,2,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,6.0,11,0.0,13,0.0,13
"Cottle County, Texas",59.0,109,,,0.0,15,0.0,15,0.0,15,59.0,109,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Cotton County, Oklahoma",17.0,15,,,7.0,10,0.0,15,0.0,15,8.0,11,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,2.0,3,0.0,15,0.0,15
"Cottonwood County, Minnesota",521.0,127,,,12.0,17,21.0,16,0.0,15,1.0,2,0.0,15,0.0,15,0.0,15,0.0,15,,,15.0,13,17.0,27,13.0,17,0.0,15,290.0,65,0.0,15,0.0,15,0.0,15,21.0,27,98.0,66,0.0,15
"Covington County, Alabama",266.0,31,,,10.0,14,0.0,28,84.0,63,76.0,71,0.0,28,0.0,28,0.0,28,0.0,28,,,0.0,28,0.0,28,21.0,24,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,4.0,6,0.0,28
"Covington County, Mississippi",148.0,172,,,27.0,58,0.0,22,0.0,22,12.0,57,0.0,22,0.0,22,0.0,22,0.0,22,,,0.0,22,12.0,57,51.0,62,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,46.0,61,0.0,22
"Covington city, Virginia",75.0,19,,,39.0,38,0.0,19,0.0,19,19.0,32,0.0,19,0.0,19,0.0,19,0.0,19,,,0.0,19,0.0,19,17.0,28,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19
"Coweta County, Georgia",4573.0,351,,,847.0,404,0.0,34,570.0,307,783.0,368,0.0,34,0.0,34,11.0,21,0.0,34,,,0.0,34,13.0,22,519.0,228,0.0,34,16.0,22,0.0,34,0.0,34,0.0,34,15.0,24,782.0,323,0.0,34
"Cowley County, Kansas",784.0,37,,,46.0,56,0.0,24,62.0,66,8.0,14,0.0,24,0.0,24,0.0,24,0.0,24,,,0.0,24,0.0,24,81.0,77,0.0,24,293.0,130,0.0,24,0.0,24,0.0,24,0.0,24,271.0,138,0.0,24
"Cowlitz County, Washington",3003.0,148,,,450.0,211,0.0,31,354.0,158,204.0,98,17.0,27,0.0,31,0.0,31,0.0,31,,,0.0,31,193.0,147,751.0,278,11.0,17,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,473.0,186,0.0,31
"Craig County, Oklahoma",218.0,19,,,32.0,35,79.0,70,0.0,16,18.0,25,0.0,16,0.0,16,0.0,16,0.0,16,,,0.0,16,0.0,16,0.0,16,30.0,34,5.0,11,0.0,16,0.0,16,0.0,16,0.0,16,51.0,44,0.0,16
