County,B02018_002E,B02018_002M,B02018_003E,B02018_003M,B02018_004E,B02018_004M,B02018_005E,B02018_005M,B02018_006E,B02018_006M,B02018_007E,B02018_007M,B02018_008E,B02018_008M,B02018_009E,B02018_009M,B02018_011E,B02018_011M,B02018_012E,B02018_012M,B02018_013E,B02018_013M,B02018_014E,B02018_014M,B02018_015E,B02018_015M,B02018_016E,B02018_016M,B02018_017E,B02018_017M,B02018_018E,B02018_018M,B02018_019E,B02018_019M,B02018_020E,B02018_020M,B02018_021E,B02018_021M
"Lincoln County, Colorado",0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19
"Lincoln County, Georgia",0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,8.0,17,0.0,20
"Lincoln County, Idaho",31.0,37,0.0,17,14.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,30.0,28,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,15.0,20,0.0,17,0.0,17
"Lincoln County, Kansas",0.0,11,0.0,11,21.0,26,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,2.0,4,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11
"Lincoln County, Kentucky",57.0,57,0.0,24,26.0,29,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,39.0,49,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,15.0,23,12.0,21,0.0,24
"Lincoln County, Maine",86.0,64,0.0,23,17.0,16,10.0,14,0.0,23,0.0,23,10.0,12,0.0,23,0.0,23,0.0,23,115.0,70,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,1.0,2,65.0,49,0.0,23
"Lincoln County, Minnesota",6.0,6,4.0,6,4.0,11,10.0,11,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,19.0,14,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,5.0,6,0.0,13
"Lincoln County, Mississippi",0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,9.0,17,10.0,25,15.0,29,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,32.0,74,0.0,30
"Lincoln County, Missouri",97.0,61,0.0,28,54.0,62,15.0,19,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,30.0,54,284.0,92,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,5.0,10,14.0,15,0.0,28
"Lincoln County, Montana",70.0,47,0.0,20,26.0,22,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,54.0,47,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20
"Lincoln County, Nebraska",11.0,23,0.0,22,116.0,80,52.0,31,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,138.0,84,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,27.0,39,54.0,70,0.0,22
"Lincoln County, Nevada",0.0,14,0.0,14,0.0,14,1.0,3,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,1.0,3,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14
"Lincoln County, New Mexico",12.0,21,0.0,25,30.0,34,26.0,32,0.0,25,0.0,25,11.0,19,0.0,25,0.0,25,0.0,25,12.0,21,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,33.0,44,0.0,25,0.0,25
"Lincoln County, North Carolina",174.0,169,117.0,124,91.0,89,83.0,63,0.0,32,0.0,32,0.0,32,0.0,32,18.0,28,0.0,32,311.0,128,53.0,89,42.0,58,0.0,32,0.0,32,0.0,32,0.0,32,217.0,129,0.0,32
"Lincoln County, Oklahoma",17.0,11,0.0,22,45.0,43,5.0,8,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,70.0,70,61.0,41,28.0,21,8.0,13,0.0,22,0.0,22,0.0,22,8.0,13,16.0,15,0.0,22
"Lincoln County, Oregon",273.0,73,0.0,31,190.0,119,243.0,111,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,275.0,163,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,163.0,172,42.0,32,0.0,31
"Lincoln County, South Dakota",88.0,63,0.0,24,261.0,188,124.0,133,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,134.0,104,0.0,24,0.0,24,6.0,11,0.0,24,0.0,24,0.0,24,126.0,141,0.0,24
"Lincoln County, Tennessee",10.0,14,0.0,29,5.0,7,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,27.0,34,121.0,72,0.0,29,4.0,8,0.0,29,0.0,29,0.0,29,0.0,29,80.0,78,0.0,29
"Lincoln County, Washington",40.0,26,0.0,21,21.0,20,0.0,21,2.0,4,1.0,3,0.0,21,0.0,21,0.0,21,0.0,21,64.0,28,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,8.0,13,0.0,21
"Lincoln County, West Virginia",0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,46.0,72,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24
"Lincoln County, Wisconsin",51.0,49,13.0,17,67.0,45,6.0,10,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,86.0,40,0.0,18,2.0,4,0.0,18,0.0,18,0.0,18,4.0,6,14.0,23,0.0,18
"Lincoln County, Wyoming",40.0,31,0.0,24,32.0,28,44.0,46,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,66.0,51,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24
"Lincoln Parish, Louisiana",78.0,75,0.0,30,72.0,63,231.0,284,0.0,30,0.0,30,13.0,24,0.0,30,0.0,30,0.0,30,115.0,104,15.0,26,0.0,30,8.0,17,0.0,30,0.0,30,0.0,30,151.0,152,0.0,30
"Linn County, Iowa",649.0,201,29.0,26,238.0,144,595.0,258,0.0,24,0.0,24,0.0,24,0.0,24,364.0,254,31.0,32,765.0,285,164.0,176,354.0,202,0.0,24,0.0,24,0.0,24,187.0,136,496.0,245,0.0,24
"Linn County, Kansas",5.0,8,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,20.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,1.0,16,7.0,10,0.0,16
"Linn County, Missouri",0.0,19,0.0,19,7.0,11,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,23.0,50,22.0,28,3.0,4,0.0,19,0.0,19,0.0,19,0.0,19,19.0,23,0.0,19
"Linn County, Oregon",694.0,191,125.0,122,557.0,258,349.0,142,0.0,31,6.0,10,0.0,31,0.0,31,0.0,31,7.0,14,955.0,311,17.0,26,89.0,97,0.0,31,0.0,31,0.0,31,19.0,22,99.0,77,0.0,31
"Lipscomb County, Texas",0.0,15,0.0,15,0.0,15,4.0,5,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,19.0,28,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Little River County, Arkansas",0.0,20,0.0,20,17.0,25,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,19.0,21,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,8.0,12,0.0,20
"Live Oak County, Texas",9.0,19,0.0,23,378.0,170,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,73.0,86,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23
"Livingston County, Illinois",18.0,26,0.0,26,15.0,21,38.0,50,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,237.0,100,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,33.0,40,0.0,26
"Livingston County, Kentucky",2.0,3,0.0,18,0.0,18,6.0,14,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18
"Livingston County, Michigan",614.0,196,87.0,95,287.0,177,394.0,131,0.0,26,0.0,26,5.0,9,0.0,26,0.0,26,20.0,29,434.0,164,0.0,26,0.0,26,0.0,26,9.0,14,0.0,26,164.0,100,286.0,153,0.0,26
"Livingston County, Missouri",4.0,5,0.0,19,16.0,27,51.0,42,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,26.0,29,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,15.0,23,0.0,19
"Livingston County, New York",157.0,105,0.0,31,105.0,80,206.0,121,0.0,31,0.0,31,24.0,42,0.0,31,0.0,31,0.0,31,231.0,131,12.0,17,36.0,51,19.0,30,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31
"Livingston Parish, Louisiana",548.0,256,0.0,33,200.0,207,269.0,172,0.0,33,0.0,33,0.0,33,0.0,33,0.0,33,0.0,33,249.0,194,13.0,26,0.0,33,0.0,33,0.0,33,0.0,33,0.0,33,307.0,259,0.0,33
"Llano County, Texas",0.0,28,0.0,28,67.0,69,3.0,4,6.0,14,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,19.0,24,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,111.0,67,0.0,28
"Logan County, Arkansas",68.0,65,133.0,94,0.0,24,40.0,51,0.0,24,0.0,24,0.0,24,0.0,24,8.0,15,0.0,24,147.0,65,0.0,24,102.0,78,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24
"Logan County, Colorado",56.0,64,0.0,25,58.0,72,73.0,41,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,17.0,26,26.0,40,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,18.0,23,0.0,25
"Logan County, Illinois",51.0,44,0.0,23,0.0,23,49.0,53,0.0,23,0.0,23,25.0,31,0.0,23,1.0,3,0.0,23,138.0,72,21.0,42,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23
"Logan County, Kansas",0.0,11,0.0,11,2.0,4,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,8.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11
"Logan County, Kentucky",25.0,36,0.0,24,15.0,26,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,43.0,44,0.0,24,47.0,61,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24
"Logan County, Nebraska",0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Logan County, North Dakota",0.0,10,0.0,10,0.0,10,4.0,5,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Logan County, Ohio",127.0,108,0.0,27,21.0,22,103.0,94,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,258.0,108,0.0,27,5.0,11,0.0,27,0.0,27,0.0,27,0.0,27,5.0,13,0.0,27
"Logan County, Oklahoma",117.0,92,14.0,27,85.0,62,81.0,78,0.0,24,0.0,24,0.0,24,0.0,24,26.0,42,0.0,24,125.0,96,5.0,8,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,35.0,35,0.0,24
"Logan County, West Virginia",0.0,27,0.0,27,97.0,94,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,7.0,12,3.0,7,0.0,27
"Long County, Georgia",0.0,23,0.0,23,44.0,82,176.0,207,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,12.0,25,0.0,23
"Lonoke County, Arkansas",80.0,86,0.0,30,126.0,88,98.0,79,0.0,30,0.0,30,10.0,16,0.0,30,0.0,30,0.0,30,469.0,173,0.0,30,95.0,92,0.0,30,0.0,30,0.0,30,0.0,30,130.0,138,0.0,30
"Lorain County, Ohio",1134.0,435,0.0,30,453.0,245,601.0,300,0.0,30,0.0,30,62.0,68,0.0,30,0.0,30,78.0,154,952.0,308,22.0,34,125.0,140,0.0,30,0.0,30,0.0,30,208.0,128,282.0,165,0.0,30
"Los Alamos County, New Mexico",609.0,196,0.0,21,242.0,150,280.0,172,0.0,21,0.0,21,153.0,128,0.0,21,0.0,21,0.0,21,114.0,89,22.0,33,0.0,21,0.0,21,0.0,21,0.0,21,5.0,9,18.0,31,0.0,21
"Los Angeles County, California",519936.0,7139,1339.0,499,145836.0,4574,224630.0,5214,3847.0,1161,720.0,243,43648.0,2784,78.0,80,9040.0,1333,40264.0,3025,416221.0,6867,15107.0,1346,5078.0,1209,1725.0,339,327.0,293,698.0,226,29074.0,1927,130974.0,5236,305.0,162
"Loudon County, Tennessee",48.0,55,0.0,32,56.0,57,39.0,54,0.0,32,0.0,32,130.0,157,0.0,32,0.0,32,0.0,32,301.0,213,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,53.0,66,0.0,32
"Loudoun County, Virginia",8623.0,1195,0.0,31,2381.0,484,7796.0,1079,298.0,152,71.0,107,634.0,259,0.0,31,243.0,149,913.0,330,6503.0,895,448.0,251,854.0,365,220.0,144,0.0,31,0.0,31,1155.0,416,7735.0,1080,0.0,31
"Louisa County, Iowa",0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,198.0,99,0.0,16,9.0,13,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,2.0,4,0.0,16
"Louisa County, Virginia",95.0,95,0.0,28,69.0,69,72.0,77,0.0,28,0.0,28,60.0,63,0.0,28,0.0,28,0.0,28,74.0,63,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,20.0,24,0.0,28
"Loup County, Nebraska",0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Love County, Oklahoma",3.0,5,0.0,16,14.0,20,6.0,12,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,44.0,34,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,14.0,18,15.0,11,0.0,16
"Loving County, Texas",5.0,7,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Lower Connecticut River Valley Planning Region, Connecticut",2130.0,431,8.0,16,361.0,211,354.0,216,23.0,35,0.0,32,93.0,78,13.0,24,0.0,32,430.0,337,716.0,291,7.0,12,44.0,39,8.0,15,0.0,32,11.0,16,73.0,99,489.0,323,0.0,32
"Lowndes County, Alabama",0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,16.0,29,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21
"Lowndes County, Georgia",458.0,308,0.0,34,103.0,83,556.0,207,0.0,34,0.0,34,18.0,30,0.0,34,0.0,34,0.0,34,1183.0,464,6.0,12,95.0,97,0.0,34,0.0,34,0.0,34,298.0,218,216.0,191,0.0,34
"Lowndes County, Mississippi",79.0,69,0.0,33,87.0,62,28.0,31,1.0,2,0.0,33,20.0,36,0.0,33,0.0,33,0.0,33,211.0,107,0.0,33,0.0,33,0.0,33,0.0,33,0.0,33,0.0,33,51.0,58,0.0,33
"Loíza Municipio, Puerto Rico",0.0,28,0.0,28,19.0,32,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28
"Lubbock County, Texas",2131.0,583,0.0,35,225.0,110,784.0,262,19.0,22,0.0,35,96.0,75,0.0,35,67.0,70,239.0,336,2486.0,703,123.0,116,9.0,15,25.0,38,0.0,35,0.0,35,224.0,142,657.0,220,0.0,35
"Lucas County, Iowa",0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,69.0,35,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Lucas County, Ohio",2300.0,448,31.0,47,469.0,173,828.0,244,0.0,30,0.0,30,186.0,156,13.0,19,0.0,30,33.0,51,1788.0,412,58.0,91,188.0,156,20.0,28,0.0,30,0.0,30,267.0,129,510.0,261,86.0,128
"Luce County, Michigan",0.0,15,0.0,15,5.0,8,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,8.0,13,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Lumpkin County, Georgia",115.0,92,13.0,29,220.0,110,34.0,55,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,14.0,13,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,3.0,6,11.0,21,0.0,30
"Luna County, New Mexico",0.0,25,0.0,25,1.0,3,17.0,34,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,209.0,181,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25
"Lunenburg County, Virginia",0.0,21,0.0,21,0.0,21,10.0,18,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21
"Luquillo Municipio, Puerto Rico",0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24
"Luzerne County, Pennsylvania",940.0,433,326.0,274,168.0,105,806.0,341,0.0,27,0.0,27,13.0,23,0.0,27,3.0,6,22.0,30,828.0,318,36.0,57,0.0,27,10.0,14,0.0,27,0.0,27,3.0,4,254.0,135,0.0,27
"Lycoming County, Pennsylvania",512.0,166,0.0,27,75.0,60,150.0,65,0.0,27,22.0,40,6.0,8,0.0,27,31.0,57,0.0,27,302.0,159,3.0,4,0.0,27,0.0,27,0.0,27,0.0,27,15.0,18,161.0,70,0.0,27
"Lyman County, South Dakota",12.0,12,0.0,10,5.0,7,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,7.0,11,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Lynchburg city, Virginia",475.0,220,0.0,31,286.0,200,538.0,203,0.0,31,0.0,31,29.0,36,0.0,31,1.0,3,10.0,17,382.0,145,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,207.0,171,293.0,329,0.0,31
"Lynn County, Texas",21.0,25,0.0,21,0.0,21,22.0,27,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,3.0,4,29.0,29,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21
"Lyon County, Iowa",45.0,30,0.0,16,0.0,16,29.0,31,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,5.0,9,0.0,16,0.0,16,0.0,16,0.0,16,3.0,6,0.0,16
"Lyon County, Kansas",71.0,63,0.0,24,125.0,111,15.0,25,0.0,24,0.0,24,66.0,89,0.0,24,0.0,24,0.0,24,226.0,124,0.0,24,39.0,53,0.0,24,0.0,24,0.0,24,30.0,46,295.0,176,0.0,24
"Lyon County, Kentucky",0.0,18,0.0,18,47.0,69,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,37.0,54,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,7.0,15,0.0,18
"Lyon County, Minnesota",26.0,26,459.0,201,9.0,18,55.0,65,0.0,17,0.0,17,13.0,13,0.0,17,254.0,149,8.0,12,30.0,28,0.0,17,4.0,8,0.0,17,0.0,17,0.0,17,348.0,275,27.0,35,0.0,17
"Lyon County, Nevada",273.0,154,0.0,33,253.0,137,249.0,105,30.0,41,0.0,33,0.0,33,0.0,33,0.0,33,0.0,33,941.0,192,7.0,11,0.0,33,0.0,33,65.0,95,0.0,33,2.0,7,15.0,18,0.0,33
"Mackinac County, Michigan",32.0,38,0.0,17,32.0,38,12.0,20,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,32.0,38,51.0,47,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,67.0,57,0.0,17
"Macomb County, Michigan",4414.0,823,4941.0,1098,1420.0,395,2295.0,470,0.0,26,0.0,26,397.0,240,0.0,26,46.0,117,281.0,249,7389.0,1057,43.0,45,442.0,394,18.0,20,0.0,26,0.0,26,655.0,320,2765.0,543,0.0,26
"Macon County, Alabama",0.0,21,0.0,21,3.0,9,2.0,4,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,12.0,20,11.0,26,0.0,21
"Macon County, Georgia",7.0,15,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,105.0,103,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23
"Macon County, Illinois",263.0,121,0.0,29,122.0,106,150.0,111,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,380.0,183,12.0,20,0.0,29,0.0,29,0.0,29,0.0,29,59.0,68,175.0,146,0.0,29
"Macon County, Missouri",102.0,68,0.0,19,0.0,19,29.0,28,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,31.0,34,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19
"Macon County, North Carolina",104.0,114,0.0,29,101.0,78,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,97.0,111,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,141.0,150,0.0,29
"Macon County, Tennessee",0.0,25,0.0,25,24.0,45,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,53.0,67,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25
"Macoupin County, Illinois",54.0,61,0.0,26,38.0,51,145.0,107,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,61.0,69,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,3.0,5,0.0,26
"Madera County, California",1046.0,494,152.0,131,487.0,230,59.0,58,0.0,32,17.0,30,0.0,32,0.0,32,29.0,45,31.0,47,1256.0,453,5.0,8,112.0,95,0.0,32,148.0,225,0.0,32,16.0,22,515.0,320,0.0,32
"Madison County, Alabama",2864.0,622,54.0,89,1264.0,393,2423.0,579,62.0,83,0.0,31,200.0,136,0.0,31,0.0,31,72.0,59,1937.0,361,266.0,197,279.0,169,0.0,31,0.0,31,0.0,31,557.0,231,1403.0,444,0.0,31
"Madison County, Arkansas",11.0,20,0.0,20,14.0,17,27.0,41,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,32.0,40,0.0,20,2.0,4,0.0,20,0.0,20,0.0,20,0.0,20,39.0,63,0.0,20
"Madison County, Florida",1.0,2,0.0,23,0.0,23,21.0,30,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,2.0,5,0.0,23
"Madison County, Georgia",32.0,40,0.0,30,48.0,68,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,473.0,181,0.0,30,87.0,119,3.0,6,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,97.0,124,0.0,30
"Madison County, Idaho",423.0,218,133.0,73,86.0,63,204.0,130,0.0,29,0.0,29,117.0,128,0.0,29,0.0,29,0.0,29,236.0,148,26.0,37,0.0,29,0.0,29,0.0,29,0.0,29,23.0,39,15.0,30,0.0,29
"Madison County, Illinois",938.0,383,0.0,29,412.0,182,606.0,265,0.0,29,12.0,22,0.0,29,0.0,29,25.0,38,0.0,29,981.0,317,14.0,22,82.0,116,0.0,29,0.0,29,0.0,29,32.0,47,620.0,382,0.0,29
"Madison County, Indiana",156.0,80,0.0,30,28.0,25,235.0,158,0.0,30,0.0,30,13.0,22,0.0,30,17.0,24,0.0,30,299.0,108,0.0,30,11.0,20,0.0,30,0.0,30,0.0,30,29.0,32,100.0,103,0.0,30
"Madison County, Iowa",0.0,16,0.0,16,0.0,16,36.0,41,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,69.0,74,0.0,16,53.0,53,0.0,16,0.0,16,0.0,16,0.0,16,24.0,34,0.0,16
"Madison County, Kentucky",190.0,111,0.0,30,56.0,48,100.0,76,0.0,30,0.0,30,2.0,5,0.0,30,0.0,30,80.0,67,247.0,136,0.0,30,11.0,15,0.0,30,0.0,30,0.0,30,171.0,168,196.0,165,0.0,30
"Madison County, Mississippi",1185.0,373,0.0,33,188.0,146,103.0,93,0.0,33,0.0,33,0.0,33,0.0,33,0.0,33,0.0,33,206.0,147,0.0,33,30.0,46,0.0,33,0.0,33,0.0,33,32.0,39,296.0,192,0.0,33
"Madison County, Missouri",8.0,14,1.0,3,10.0,18,16.0,26,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,53.0,44,0.0,19,31.0,39,0.0,19,0.0,19,0.0,19,0.0,19,31.0,39,0.0,19
"Madison County, Montana",7.0,10,0.0,15,62.0,65,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,5.0,5,19.0,22,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Madison County, Nebraska",75.0,89,0.0,22,39.0,44,263.0,123,0.0,22,0.0,22,0.0,22,0.0,22,174.0,119,0.0,22,158.0,96,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,39.0,57,0.0,22
"Madison County, New York",306.0,97,0.0,31,167.0,89,78.0,37,0.0,31,0.0,31,60.0,69,0.0,31,0.0,31,1.0,2,59.0,44,9.0,18,72.0,25,0.0,31,0.0,31,0.0,31,37.0,34,1.0,2,0.0,31
"Madison County, North Carolina",19.0,25,0.0,25,42.0,30,3.0,6,0.0,25,0.0,25,0.0,25,0.0,25,1.0,3,0.0,25,42.0,33,0.0,25,6.0,8,0.0,25,0.0,25,0.0,25,8.0,14,20.0,21,0.0,25
"Madison County, Ohio",31.0,48,0.0,27,166.0,190,260.0,239,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,24.0,40,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,12.0,22,0.0,27,0.0,27
